,SPECOBJID,RA,DEC
3055,b'   1429983366702196736',131.53057,32.437126
3056,b'   1430031470335911936',132.62518,31.651934
3057,b'   1431192829207537664',135.4048,32.526972
3058,b'   1432203280645122048',135.42847,32.373661
3059,b'   1432308833761388544',137.28807,33.416095
3060,b'   1434442161297844224',141.53119,35.258124
3061,b'   1434566680989689856',142.02999,36.530803
3062,b'   1435565037564487680',143.84827,36.783391
3063,b'   1435648050692384768',143.91774,37.77903
3064,b'   1436664274968668160',146.73603,37.299797
3065,b'   1436667023747737600',147.1683,37.482954
3066,b'   1436710454457034752',145.30646,37.43047
3067,b'   1437816558624729088',148.87426,38.215152
3068,b'   1437908917601462272',147.8995,38.793743
3069,b'   1438935586080581632',189.5309,48.843734
3070,b'   1440200024469301248',194.26402,50.174981
3071,b'   1441308881979467776',196.11658,50.502363
3072,b'   1442284698800777216',199.70659,48.641596
3073,b'   1442444677742618624',199.05007,50.009005
3074,b'   1443492237546645504',199.23483,49.787108
3075,b'   1444566460457314304',203.83172,47.695133
3076,b'   1445659374579116032',207.75495,47.028887
3077,b'   1447911998841972736',213.77047,45.868083
3078,b'   1447923543714064384',213.41415,45.998032
3079,b'   1447944984190806016',212.74603,45.32817
3080,b'   1448007106597775360',211.63804,47.786469
3081,b'   1449078030973560832',215.24826,45.216481
3082,b'   1449158295322388480',215.10424,46.562131
3083,b'   1451356219166976000',220.02652,43.205374
3084,b'   1451443905219291136',221.37526,45.024347
3085,b'   1452417797643593728',225.14346,42.313743
3086,b'   1453584379497441280',226.73038,41.683138
3087,b'   1453619014113716224',225.06493,41.122336
3088,b'   1453633857520691200',224.86516,41.778712
3089,b'   1453582455402424320',226.73038,41.683138
3090,b'   1453617090018699264',225.06493,41.122336
3091,b'   1453645677321021440',225.67197,42.111978
3092,b'   1455873563209787392',230.04884,39.129472
3093,b'   1455888681494669312',230.71221,40.375819
3094,b'   1455894728808622080',230.56459,39.511877
3095,b'   1455897752465598464',230.49989,39.532707
3096,b'   1455913420506294272',231.27851,40.535039
3097,b'   1455942832442337280',231.7829,40.258922
3098,b'   1455943657076058112',232.06845,40.27279
3099,b'   1456978847072282624',233.57688,37.753689
3100,b'   1457015405833906176',233.22068,38.712776
3101,b'   1457086599211804672',235.3749,38.340222
3102,b'   1458145706823936000',122.13705,6.0002363
3103,b'   1458183090219280384',123.03401,6.0735691
3104,b'   1459201784454080512',125.95111,6.0512033
3105,b'   1459226523465705472',124.9827,6.399534
3106,b'   1459338948529645568',126.65912,7.1207101
3107,b'   1459176499444738048',127.06254,6.3630913
3108,b'   1459292497921468416',126.32552,7.1342887
3109,b'   1460316418141612032',128.20621,5.5910246
3110,b'   1460323290089285632',128.85601,6.6354283
3111,b'   1460388985909045248',127.22637,6.9579159
3112,b'   1464909628184750080',138.8456,9.4835921
3113,b'   1465941791151777792',141.49048,8.3681502
3114,b'   1466039922564556800',140.22494,9.1997267
3115,b'   1467050653443450880',143.83759,8.7573172
3116,b'   1467056151001589760',144.10071,9.2256351
3117,b'   1467089960984143872',143.54036,9.0397154
3118,b'   1467157855827159040',143.00053,10.036109
3119,b'   1467160329728321536',142.94186,10.172881
3120,b'   1468204315062593536',144.56764,8.4592292
3121,b'   1468220532859103232',143.98942,9.2911019
3122,b'   1469314817847224320',146.67228,8.8805653
3123,b'   1470595478025431040',148.80082,10.962061
3124,b'   1471661179720984576',149.50673,10.392839
3125,b'   1473860473878243328',171.95251,55.622326
3126,b'   1473861298511964160',171.87207,55.772918
3127,b'   1473949259442186240',172.47634,57.663044
3128,b'   1475011392221243392',171.40672,56.210438
3129,b'   1476088634242263040',175.8871,55.928937
3130,b'   1476147732992256000',173.48013,57.769152
3131,b'   1476166699567835136',175.61139,58.241218
3132,b'   1476187040532948992',175.91483,57.57449
3133,b'   1477339054109386752',179.26395,58.454341
3134,b'   1477346200934967296',179.49514,58.461599
3135,b'   1478331638382356480',179.91521,56.216629
3136,b'   1478401457370720256',176.67387,57.81005
3137,b'   1478421248580020224',179.26395,58.454341
3138,b'   1480639788183742464',183.35175,56.279902
3139,b'   1481752493934274560',186.77044,56.17822
3140,b'   1482848156851922944',191.70622,56.252626
3141,b'   1482954534601910272',191.90716,58.582239
3142,b'   1484025734073706496',193.61456,58.310722
3143,b'   1486221733303183360',201.18583,55.437176
3144,b'   1486251420117133312',199.85608,56.395515
3145,b'   1486292102047361024',200.46762,57.415683
3146,b'   1487317396724148224',205.40273,55.009055
3147,b'   1487475726398547968',205.92648,56.256546
3148,b'   1488505419490945024',205.2417,55.535714
3149,b'   1488507068758386688',205.12182,54.928211
3150,b'   1488563968485124096',206.29118,56.647777
3151,b'   1489602182440314880',209.32532,53.968542
3152,b'   1489633518521706496',208.15049,54.268341
3153,b'   1489740171149600768',210.846,55.588255
3154,b'   1490784712078157824',209.73186,55.427274
3155,b'   1492982355508357120',216.83811,53.133852
3156,b'   1493107974711830528',218.09434,53.351534
3157,b'   1496327894564104192',226.88499,49.611492
3158,b'   1497537633155311616',226.88499,49.611492
3159,b'   1499710267443931136',234.16398,44.787415
3160,b'   1499790806670665728',231.78711,46.866829
3161,b'   1499801801786943488',232.74326,46.582877
3162,b'   1499830114211358720',233.82929,46.099099
3163,b'   1500881797100103680',236.07587,43.990771
3164,b'   1501982682815424512',238.97089,41.756977
3165,b'   1502022265234024448',238.39348,41.631773
3166,b'   1502037383518906368',237.94318,42.053002
3167,b'   1504257022533593088',243.65973,38.515759
3168,b'   1504286434469636096',242.2295,38.513397
3169,b'   1504300728120797184',241.7533,40.080891
3170,b'   1506462368081668096',248.77208,35.766906
3171,b'   1506605854349092864',247.69776,36.347884
3172,b'   1506622072145602560',248.36694,36.638811
3173,b'   1508800479826569216',248.52849,32.57172
3174,b'   1508834839564937216',249.72943,32.277293
3175,b'   1511040734969489408',250.70211,29.519859
3176,b'   1512228482355062784',253.2621,30.857065
3177,b'   1512254870634129408',253.78126,31.776794
3178,b'   1513300231347791872',202.10213,44.394962
3179,b'   1514454718926055424',206.41006,43.582095
3180,b'   1515614703827576832',210.38248,42.558607
3181,b'   1516632576733767680',212.69701,40.995808
3182,b'   1516644396483766272',212.54262,40.723575
3183,b'   1517730993228769280',216.15236,40.255448
3184,b'   1518980308500768768',218.42928,40.553685
3185,b'   1519971518048659456',222.66805,38.599922
3186,b'   1520061128246323200',219.51707,39.358695
3187,b'   1521127379714467840',223.93663,37.083734
3188,b'   1521213141621434368',224.00883,38.78961
3189,b'   1523347573484578816',229.20449,34.834898
3190,b'   1523433335391545344',227.22523,37.14157
3191,b'   1524628225139959808',232.2796,35.160145
3192,b'   1525669737680365568',232.8598,32.821745
3193,b'   1525691178157107200',232.20896,34.425283
3194,b'   1526737092116244480',152.02419,39.115722
3195,b'   1526781072581355520',150.60718,39.229712
3196,b'   1526811034273212416',149.80813,40.552949
3197,b'   1529017203700033536',155.49452,42.930916
3198,b'   1529019127845382144',155.58197,43.102599
3199,b'   1530154373735278592',156.09659,40.010195
3200,b'   1530190107863181312',155.24771,42.110802
3201,b'   1532433662094632960',159.18045,41.693045
3202,b'   1532486713530673152',160.46473,42.749048
3203,b'   1532498533280671744',161.25604,42.65615
3204,b'   1534602723758991360',167.71791,43.074753
3205,b'   1534629386915964928',166.40248,42.168942
3206,b'   1534671168357820416',165.0086,43.371442
3207,b'   1535816034974459904',166.37068,44.121638
3208,b'   1535871285433755648',168.58201,44.136125
3209,b'   1535872659823290368',168.47986,44.129523
3210,b'   1535896299323287552',169.46255,44.136621
3211,b'   1536967223665518592',169.81893,44.353252
3212,b'   1539210502616410112',174.6098,45.586356
3213,b'   1539252009180358656',175.94594,44.961147
3214,b'   1541503259338893312',181.52753,45.191157
3215,b'   1542572259535775744',181.77127,45.057013
3216,b'   1542647301204371456',183.83205,45.838012
3217,b'   1544758088182032384',189.6866,43.314562
3218,b'   1544772381833193472',189.23641,43.348335
3219,b'   1547156948028254208',197.37792,45.223057
3220,b'   1549320512134473728',199.47587,43.123687
3221,b'   1551651476315596800',209.78716,40.165115
3222,b'   1552648183992051712',211.93794,39.237214
3223,b'   1553742472939595776',215.40407,37.566678
3224,b'   1557176523167918080',222.30691,35.048905
3225,b'   1559459933806684160',226.58405,35.168034
3226,b'   1560647681376806912',230.08242,33.61704
3227,b'   1561736472799766528',230.44096,33.695
3228,b'   1563898112945186816',235.5726,29.274035
3229,b'   1563945666823088128',234.60337,29.797694
3230,b'   1565014117364819968',238.17775,28.22266
3231,b'   1565093557079926784',236.43909,30.14573
3232,b'   1565145783882246144',237.32085,30.152444
3233,b'   1566154580348135424',239.63049,27.377734
3234,b'   1567387132966758400',240.03964,27.702513
3235,b'   1568458332203673600',241.38277,25.965882
3236,b'   1569665050979887104',215.11108,44.162884
3237,b'   1570646910115538944',217.60406,42.070627
3238,b'   1573024059187292160',222.98404,41.24956
3239,b'   1573052646489614336',223.95853,41.670311
3240,b'   1575184325547157504',227.8657,37.949157
3241,b'   1576358883843139584',228.98734,37.38204
3242,b'   1577418807582943232',234.06019,35.813863
3243,b'   1577484503402702848',232.0357,35.958497
3244,b'   1579770664347265024',237.91005,33.714179
3245,b'   1580767639771310080',240.33223,31.563839
3246,b'   1583129941359224832',242.52899,30.635269
3247,b'   1584206638288496640',244.19881,28.640758
3248,b'   1585286632511137792',247.71157,26.967379
3249,b'   1586482351439898624',247.42475,26.813584
3250,b'   1592079420598806528',251.30584,22.805065
3251,b'   1592122576430196736',251.14194,25.047826
3252,b'   1592178376645306368',252.28905,24.559582
3253,b'   1593162435357861888',254.39785,20.859532
3254,b'   1594413679422498816',236.71088,36.819624
3255,b'   1595434580431628288',238.56966,34.429947
3256,b'   1595485157966505984',237.10483,34.904652
3257,b'   1597823269493303296',243.422,32.856126
3258,b'   1598782318544185344',245.68308,30.155854
3259,b'   1598850488265107456',243.43512,30.81235
3260,b'   1598901340677892096',244.13377,32.382527
3261,b'   1599993155774605312',246.03972,30.359848
3262,b'   1599997004065302528',245.68308,30.155854
3263,b'   1600005525280417792',246.204,30.339113
3264,b'   1600017070152509440',246.27532,30.033132
3265,b'   1600050055501342720',246.75434,30.003728
3266,b'   1600057752082737152',247.31902,29.231811
3267,b'   1602268045634463744',250.62029,26.572995
3268,b'   1604446173907675136',256.23949,20.461774
3269,b'   1604453045855348736',255.96843,20.187286
3270,b'   1604478609500694528',255.55259,19.921196
3271,b'   1605548435656697856',152.31892,36.511943
3272,b'   1605597363924133888',151.50941,37.376593
3273,b'   1605630899028781056',150.34073,38.030049
3274,b'   1606826068218505216',155.58157,39.499279
3275,b'   1607895343310071808',155.84673,39.946939
3276,b'   1607943996699600896',157.27163,39.994511
3277,b'   1610174905859467264',158.81867,39.790128
3278,b'   1610191398533883904',159.21017,40.306497
3279,b'   1611260948302030848',158.00724,44.851117
3280,b'   1612345891585288192',159.60629,39.045365
3281,b'   1613496531040626688',160.67657,39.313941
3282,b'   1614613085400623104',160.96935,44.79312
3283,b'   1614624905150621696',160.74436,44.783411
3284,b'   1614639473679689728',160.5589,45.490668
3285,b'   1614685928045963264',163.05176,46.093274
3286,b'   1616845368899692544',164.99607,45.161549
3287,b'   1616861036940388352',164.6334,44.391672
3288,b'   1619091671155238912',168.07961,45.844169
3289,b'   1620172765107611648',169.18989,40.328709
3290,b'   1620182385834354688',168.63153,40.236509
3291,b'   1621313234902476800',171.146,41.015889
3292,b'   1622527645478578176',169.18735,47.334272
3293,b'   1622591142275082240',171.54996,47.507836
3294,b'   1623578228285270016',173.47166,46.677724
3295,b'   1623636777279449088',171.77639,47.917441
3296,b'   1623721714552694784',174.6249,47.30535
3297,b'   1624711275101579264',173.01646,41.090411
3298,b'   1625803090131183616',176.5948,46.00645
3299,b'   1625914690561402880',174.97021,48.145029
3300,b'   1625943002985818112',175.75127,48.299302
3301,b'   1625964168584652800',176.72352,47.213269
3302,b'   1626996060381538304',174.98672,41.287551
3303,b'   1629276998226438144',177.9098,43.464261
3304,b'   1629281121395042304',178.01255,43.670976
3305,b'   1629295689924110336',178.13262,42.768178
3306,b'   1634847673754347520',186.6977,41.816535
3307,b'   1637128060501256192',188.36603,41.515374
3308,b'   1639385083414603776',191.10365,41.3389
3309,b'   1640445012640557056',194.7261,46.264027
3310,b'   1640520878942873600',192.78509,46.272741
3311,b'   1640573930378913792',193.8385,48.07518
3312,b'   1641581083080288256',195.78389,40.91723
3313,b'   1641603073312843776',195.2498,41.454806
3314,b'   1641691858876786688',195.30154,41.974375
3315,b'   1641716597888411648',196.12559,42.384211
3316,b'   1644962905013118976',199.8077,45.217813
3317,b'   1644990942559627264',198.81465,46.088847
3318,b'   1645106391280543744',200.73457,47.535228
3319,b'   1646098701363472384',201.12853,40.929273
3320,b'   1646156975479744512',199.15531,42.134594
3321,b'   1647196013145909248',203.94032,45.468972
3322,b'   1647218553134278656',202.82005,45.433296
3323,b'   1647270230180784128',201.2073,45.292978
3324,b'   1648337581563209728',204.20487,40.660417
3325,b'   1649567110289975296',205.48619,46.796271
3326,b'   1650647380481042432',207.37349,44.167939
3327,b'   1650739189701961728',209.56455,45.969997
3328,b'   1651758987273594880',210.28514,43.730466
3329,b'   1651793896767776768',209.69935,44.753357
3330,b'   1651808190418937856',210.90233,45.184535
3331,b'   1652822487949404160',5.752545,34.593195
3332,b'   1652839255501727744',5.965602,35.210793
3333,b'   1652841729402890240',5.9232,35.152683
3334,b'   1652844753059866624',5.143745,34.661697
3335,b'   1652845302815680512',5.149463,34.098437
3336,b'   1652853549152888832',5.849794,35.222912
3337,b'   1652853824030795776',5.796566,35.099523
3338,b'   1652858771833120768',4.906809,34.400155
3339,b'   1652860970856376320',5.206001,35.176293
3340,b'   1652870316705212416',5.033542,34.728165
3341,b'   1652892032059860992',4.038027,34.253952
3342,b'   1652896979862185984',3.645467,34.829199
3343,b'   1652898354251720704',3.96175,34.156722
3344,b'   1652900553274976256',3.780524,34.307946
3345,b'   1652902202542417920',3.912533,34.232744
3346,b'   1652902752298231808',3.831684,34.285453
3347,b'   1652903027176138752',3.729541,34.36775
3348,b'   1652906875466835968',3.600826,34.661951
3349,b'   1652919794728462336',3.427129,35.331074
3350,b'   1652924467652880384',4.588081,36.324953
3351,b'   1652928315943577600',3.718337,35.434923
3352,b'   1652935462769158144',4.858074,36.199708
3353,b'   1652948931786598400',4.659741,35.433994
3354,b'   1652952780077295616',4.655066,35.750862
3355,b'   1652963500315666432',5.457751,35.386292
3356,b'   1652974220554037248',5.82261,35.412828
3357,b'   1652981917135431680',6.210604,35.937366
3358,b'   1652991262984267776',6.162628,36.129691
3359,b'   1656200460601681920',17.69529,45.328143
3360,b'   1656216128642377728',18.269091,46.093815
3361,b'   1656223000590051328',17.010777,45.438795
3362,b'   1656228773026097152',17.762156,46.307059
3363,b'   1656231246927259648',17.548744,46.42722
3364,b'   1656232071560980480',16.771236,45.439353
3365,b'   1656232896194701312',16.694061,45.466592
3366,b'   1656243616433072128',16.558102,46.083527
3367,b'   1656244715944699904',16.952287,46.432376
3368,b'   1656251038136559616',16.191695,46.328514
3369,b'   1656258184962140160',16.200368,45.729041
3370,b'   1656260109107488768',15.936325,46.259014
3371,b'   1656262857886558208',15.851864,46.016681
